accuracy,roc_auc,precision,recall,f1,model
0.91375,0.9737755285303776,0.8880813953488372,0.9092261904761905,0.8985294117647059,logistic_regression
0.905,0.9683571300287357,0.8846153846153846,0.8898809523809523,0.887240356083086,random_forest
0.90625,0.9671496561986863,0.8918918918918919,0.8839285714285714,0.8878923766816144,xgboost
